address,city,rn_wage,zip,facility_name,medicaid,private_pay,total_hours,street,medicare,fname,rn_hours,idph_id,lat,lon
1599 Keokuk Street Hamilton IL 62341,Hamilton,23.13,62341,Montebello Healthcare Center,2168330,754960,26771,1599 Keokuk Street,404403,montebello_healthcare_center_2014_0047340.xml.xml,14879,47340,40.396415,-91.335555
South Rte 127 Bx 309 Hillsboro IL 62049,Hillsboro,23.53,62049,Montgomery Nrsg & Rehab Ctr,2465003,1879530,36931,South Rte 127 Bx 309,859944,montgomery_nursing_rehab_ctr_2014_0039347.xml.xml,10130,39347,39.161358,-89.494453
5550 South Shore Dr Chicago IL 60637,Chicago,30.78,60637,Montgomery Place,92639,1861529,12803,5550 South Shore Dr,816995,montgomery_place_2014_0037515.xml.xml,9238,37515,41.798166,-87.582242
215 NORTH WALNUT NOKOMIS IL 62075,NOKOMIS,34.69,62075,MONTGOMERY TERRACE,492827,0,5432,215 NORTH WALNUT,0,montgomery_terrace_2014_0047001.xml.xml,432,47001,39.300118,-89.29113
9135 S Brandon Ave Chicago IL 60617,Chicago,24.65,60617,Moore House,0,0,5426,9135 S Brandon Ave,0,moore_house_2014_0030593.xml.xml,458,30593,41.729489,-87.546839
761 Old Barn Lane Arlington Hgts IL 60005,Arlington Hgts,37.04,60005,The Moorings Health Center,79178,7184111,34175,761 Old Barn Lane,1786167,moorings_health_center_2014_0045047.xml.xml,52439,45047,42.064826,-87.9724
303 North Jackson St Morrison IL 61270,Morrison,24.58,61270,Morrison Hsp Four Seasons,793496,908961,9678,303 North Jackson St,35309,morrison_hsp_four_seasons_2014_8022127.xml.xml,6371,8022127,41.810835,-89.955948
191 E Queenwood Road Morton IL 61550,Morton,25.41,61550,Morton Terrace H & R Centre,3681545,1146425,36781,191 E Queenwood Road,520217,morton_terrace_h_r_centre_2014_0052142.xml.xml,7952,52142,40.590589,-89.470112
190 E Queenwood Road Morton IL 61550,Morton,27.18,61550,Morton Villa Hlth & Reh Ctr,2653297,740623,28503,190 E Queenwood Road,443438,morton_villa_hlth_rehab_ctr_2014_0052134.xml.xml,12016,52134,40.590589,-89.470112
240 E State Box 229 Lovington IL 61937,Lovington,0,61937,Moultrie Co Community Center,0,0,4248,240 E State Box 229,0,moultrie_co_community_center_2014_0026112.xml.xml,0,26112,39.701633,-88.606722
24955 N Highway 12 Lake Zurich IL 60047,Lake Zurich,23.89,60047,Mount St Joseph,4391434,103620,39195,24955 N Highway 12,0,mount_st_joseph_2014_0005520.xml.xml,16097,5520,42.24022,-88.115371
606 East IL Hwy 15 Mount Vernon IL 62864,Mount Vernon,20.54,62864,Mt Vernon Countryside Manor,1993284,896190,25947,606 East IL Hwy 15,1124165,mount_vernon_countryside_manor_2014_0035998.xml.xml,18061,35998,38.317252,-88.897797
Maple & Macon Sts Moweaqua IL 62550,Moweaqua,21.76,62550,Moweaqua Nrsg  Retirmnt Ctr,677768,954339,13029,Maple & Macon Sts,313714,moweaqua_nrsg_retirement_ctr_2014_0045104.xml.xml,3676,45104,39.619602,-89.018255
#5 Doctors Park Road Mount Vernon IL 62864,Mount Vernon,20.7,62864,Mt Vernon Health Care Center,2937844,804811,31198,#5 Doctors Park Road,0,mt_vernon_health_care_center_2014_0052290.xml.xml,9816,52290,38.311974,-88.935824
612 E Davie St Bx 88 Anna IL 62906,Anna,15.7,62906,Mulberry Manor,0,0,16236,612 E Davie St Bx 88,0,mulberry_manor_2014_0025411.xml.xml,2000,25411,37.455709,-89.240323
5050 Summit Avenue East St Louis IL 62205,East St Louis,28.8,62205,Nathan Health Care Center,2409771,-293710,26354,5050 Summit Avenue,75587,nathan_health_care_center_2014_0051367.xml.xml,5224,51367,38.613859,-90.102857
1001 South 34th St Mount Vernon IL 62864,Mount Vernon,23.04,62864,Nature Trail Health Care Ctr,1267731,161256,18112,1001 South 34th St,511122,nature_trail_health_care_ctr_2014_0047357.xml.xml,10279,47357,38.305678,-88.933041
300 NORTH RIVER ROAD DES PLAINES IL 60016,DES PLAINES,31.26,60016,NAZARETHVILLE,1704536,3549013,28183,300 NORTH RIVER ROAD,0,nazarethville_2014_0021790.xml.xml,19361,21790,42.057344,-87.889007
811 West 2nd Street Byron IL 61010,Byron,23.77,61010,Neighbors Rehabilitation Ctr,2428628,959944,28804,811 West 2nd Street,123127,neighbors_rehabilitation_ctr_2014_0049973.xml.xml,5419,49973,42.126457,-89.266965
203 SOUTH JOHNSON ST NEW ATHENS IL 62264,NEW ATHENS,23.08,62264,NEW ATHENS HOME FOR THE AGED,0,0,14272,203 SOUTH JOHNSON ST,0,new_athens_home_for_the_aged_2014_0033043.xml.xml,884,33043,38.323954,-89.87702
1201 Middle Road Dixon IL 61021,Dixon,26.15,61021,New Main Group Home,0,0,5796,1201 Middle Road,0,new_main_group_home_2014_0039057.xml.xml,400,39057,41.83946,-89.463632
418 S Memorial Pk Rd Newman IL 61942,Newman,26.34,61942,Newman Rehab & Hlth Care Ctr,1251151,625900,15589,418 S Memorial Pk Rd,243574,newman_rehab_health_care_ctr_2014_0053116.xml.xml,4787,53116,39.793989,-87.979455
300 S Scott St Bx 360 Newton IL 62448,Newton,19.14,62448,Newton Rest Haven,713696,560150,12371,300 S Scott St Bx 360,303424,newton_rest_haven_2014_0024984.xml.xml,3631,24984,38.988984,-88.151495
9777 GREENWOOD AVE NILES IL 60714,NILES,32.24,60714,NILES NRSG & REHAB CENTER,13711757,427497,101798,9777 GREENWOOD AVE,4077098,niles_nrsg_rehab_center_2014_0050088.xml.xml,51824,50088,42.058053,-87.840255
505 Stevens Street Nokomis IL 62075,Nokomis,25.3,62075,Nokomis Rehab & Hlth Care C,1224510,469122,15322,505 Stevens Street,194054,nokomis_rehab_health_care_c_2014_0050641.xml.xml,3162,50641,39.300429,-89.274723
7001 West Cullom Norridge IL 60706,Norridge,25.88,60706,Norridge Gardens,9327844,3046839,94780,7001 West Cullom,12473241,norridge_gardens_2014_0052431.xml.xml,61597,52431,41.959243,-87.802567
2259 E 1100TH STREET MENDON IL 62351,MENDON,24.27,62351,NORTH ADAMS HOME,1514250,1208181,21552,2259 E 1100TH STREET,894056,north_adams_home_2014_0020925.xml.xml,15838,20925,40.090312,-91.299593
310 Banbury Road North Aurora IL 60542,North Aurora,31.93,60542,North Aurora Care Center,4547781,210843,41872,310 Banbury Road,0,north_aurora_care_center_2014_0047514.xml.xml,6292,47514,41.815,-88.312466
1903 N Kickapoo B511 Lincoln IL 62656,Lincoln,28.82,62656,North Kickapoo,714682,0,5545,1903 N Kickapoo B511,0,north_kickapoo_2014_0047290.xml.xml,286,47290,40.161273,-89.345846
801 North Logan Ave Danville IL 61832,Danville,23.97,61832,North Logan Healthcare Ctr,2543825,746423,30544,801 North Logan Ave,840400,north_logan_healthcare_center_2014_0046532.xml.xml,17053,46532,40.137219,-87.6449
2250 Pearl Street Belvidere IL 61008,Belvidere,28.95,61008,Northwoods Care Centre,3566366,1437450,37218,2250 Pearl Street,921707,northwoods_care_centre_2014_0051813.xml.xml,21056,51813,42.236959,-88.841667
6016 North Nina Ave Chicago IL 60631,Chicago,31.81,60631,Norwood Crossing,2666565,6473600,68437,6016 North Nina Ave,2717269,norwood_crossing_2014_0012237.xml.xml,45254,12237,41.991013,-87.799932
623 Hamacher Street Waterloo IL 62298,Waterloo,24.81,62298,Oak Hill,3042007,3447721,45380,623 Hamacher Street,780543,oak_hill_2014_0047019.xml.xml,22033,47019,38.343576,-90.136647
9525 South Mayfield Oaklawn IL 60453,Oaklawn,34.66,60453,Oak Lawn Respiratory & Reh,6859935,232446,32968,9525 South Mayfield,1308247,oak_lawn_respiratory_rehab_0051144.xml.xml,10344,51144,41.718463,-87.767551
4219 LINCOLNSHIRE DR MOUNT VERNON IL 62864,MOUNT VERNON,0,62864,OAK TERRACE,600495,0,5368,4219 LINCOLNSHIRE DR,0,oak_terrace_2014_0030866.xml.xml,0,30866,38.318861,-88.94339
1750 W Washington Springfield IL 62702,Springfield,22.45,62702,Oak Terrace Healthcare Ctr,0,2248922,12880,1750 W Washington,0,oak_terrace_healthcare_center_2014_0023010.xml.xml,3980,23010,39.801359,-89.683326
2013 Midwest Road Oakbrook IL 60523,Oakbrook,27.91,60523,Oakbrook Healthcare Centre,0,0,41873,2013 Midwest Road,0,oakbrook_healthcare_centre_2014_0034694.xml.xml,56603,34694,41.848212,-87.972383
323 OAKRIDGE AVENUE HILLSIDE IL 60162,HILLSIDE,29.82,60162,OAKRIDGE HEALTHCARE CENTER,2188046,231247,22020,323 OAKRIDGE AVENUE,1325355,oakridge_healthcare_center_2014_0051862.xml.xml,7823,51862,41.864142,-87.889887
1660 Oakton Place Des Plaines IL 60018,Des Plaines,24.52,60018,Oakton Pavillion,2642690,3311643,45473,1660 Oakton Place,2867017,oakton_pavillion_2014_0025056.xml.xml,31178,25056,42.022168,-87.897994
2311 Veterans Drive Effingham IL 62401,Effingham,0,62401,Oakview,518506,133245,5759,2311 Veterans Drive,49,oakview_2014_0046755.xml.xml,0,46755,39.101821,-88.540619
420 East Second St Trenton IL 62293,Trenton,0,62293,Oakview Home,0,0,4001,420 East Second St,0,oakview_home_2014_0036228.xml.xml,0,36228,38.607227,-89.677196
RR 4 1320 W 9TH ST MOUNT CARMEL IL 62863,MOUNT CARMEL,20.28,62863,OAKVIEW HTS CONT C & REHAB C,1885138,1334214,28616,RR 4 1320 W 9TH ST,270833,oakview_hts_cont_c_rehab_ctr_2014_0026328.xml.xml,15066,26328,38.415358,-87.765644
2213 Veterans Road Morton IL 61550,Morton,24.3,61550,Oakwood Estates,0,0,2320,2213 Veterans Road,0,oakwood_estates_2014_0033712.xml.xml,119,33712,40.638692,-89.478853
201 Lafayette Ave E Mattoon IL 61938,Mattoon,25.03,61938,Odd Fellow Rebekah Home,0,0,44002,201 Lafayette Ave E,0,odd_fellow_rebekah_home_2014_0010223.xml.xml,15572,10223,39.480071,-88.348779
300 Green Street Odin IL 62870,Odin,21.53,62870,Odin Health Care Center,2571927,833081,32599,300 Green Street,1078743,odin_health_care_center_2014_0047365.xml.xml,11795,47365,38.620287,-89.051198
3006 Alida Street Rockford IL 61103,Rockford,0,61103,Olson Terrace,525942,142061,5513,3006 Alida Street,0,olson_terrace_2014_0033910.xml.xml,0,33910,42.304402,-89.101376
811 South 10th St Oregon IL 61061,Oregon,24.89,61061,Oregon Living  Rehab Center,2342541,967406,24301,811 South 10th St,653846,oregon_living_rehab_center_2014_0051607.xml.xml,10182,51607,42.006285,-89.34073
800 E CENTER STREET OTTAWA IL 61350,OTTAWA,26.92,61350,OTTAWA PAVILION,2546421,2610520,43872,800 E CENTER STREET,4319571,ottawa_pavilion_2014_0039230.xml.xml,17328,39230,41.33695,-88.831059
1201 WYOMING AVENUE JOLIET IL 60435,JOLIET,26.43,60435,OUR LADY OF ANGELS RET HOME,1335902,3936631,37203,1201 WYOMING AVENUE,2770303,our_lady_of_angels_ret_home_2014_0034975.xml.xml,23924,34975,41.548701,-88.118521
1000 Palm Avenue Mattoon IL 61938,Mattoon,24.46,61938,Palm Terrace of Mattoon,4414839,735705,51535,1000 Palm Avenue,761672,palm_terrace_of_mattoon_2014_0052274.xml.xml,13922,52274,39.46877,-88.369987
625 North Harlem Oak Park IL 60302,Oak Park,29.97,60302,Paramount Oak Park R & N Ctr,3889728,191495,47582,625 North Harlem,-115383,paramount_oak_park_r_n_ctr_2014_0052233.xml.xml,9092,52233,41.892185,-87.805161
222 North Hammes Ave Joliet IL 60435,Joliet,31.9,60435,The Parc at Joliet,4457312,525071,43728,222 North Hammes Ave,550036,parc_at_joliet_2014_0052571.xml.xml,17745,52571,41.52553,-88.131836
1450 Caseyville Ave Swansea IL 62226,Swansea,0,62226,Parents & Friends of the SLC,3834611,0,33053,1450 Caseyville Ave,0,parents_and_friends_of_the_slc_2014_0026773.xml.xml,0,26773,38.527583,-89.990483
1011 North Main St Paris IL 61944,Paris,24.73,61944,Paris Health Care Center,1498714,1913438,31344,1011 North Main St,1086335,paris_health_care_center_2014_0046565.xml.xml,8505,46565,39.625696,-87.694461
2320 S Lawndale Ave Chicago IL 60623,Chicago,30.15,60623,Park House Nrsg & Rehab Ctr,3753517,13740,34780,2320 S Lawndale Ave,1850926,park_house_nursing_rehab_ctr_2014_0050740.xml.xml,5861,50740,41.849438,-87.717446
5831 West 115th St Alsip IL 60803,Alsip,23.85,60803,Park Lawn Center,2002112,360931,14135,5831 West 115th St,0,park_lawn_center_2014_0027078.xml.xml,5188,27078,41.683144,-87.76628
12615 S Kostner Ave Alsip IL 60803,Alsip,23.34,60803,Park Lawn Home,467388,164813,5331,12615 S Kostner Ave,0,park_lawn_home_2014_0035527.xml.xml,683,35527,41.663126,-87.728911
205 Park Avenue Pana IL 62557,Pana,0,62557,Park Place,576027,0,5053,205 Park Avenue,0,park_place_2014_0040360.xml.xml,0,40360,39.391398,-89.066406
332 COUNTRY CLUB RD CENTRALIA IL 62801,CENTRALIA,0,62801,PARK PLACE CENTRALIA,675954,0,4877,332 COUNTRY CLUB RD,0,park_place_centralia_2014_0038646.xml.xml,0,38646,38.529162,-89.097567
1701 West 5th Avenue Belvidere IL 61008,Belvidere,29.64,61008,Park Place of Belvidere,1992104,173345,19458,1701 West 5th Avenue,813528,park_place_of_belvidere_2014_0052514.xml.xml,8074,52514,42.24359,-88.846572
1223 EDGEWATER DRIVE MORRIS IL 60450,MORRIS,24.96,60450,PARK POINTE HLTHCARE & REHAB,2559805,2751769,43078,1223 EDGEWATER DRIVE,2152539,park_pointe_healthcare_rehab_2014_0052449.xml.xml,24638,52449,41.367534,-88.447501
665 Busse Highway Park Ridge IL 60068,Park Ridge,30.37,60068,Park Ridge Care Center,1714803,29735,15228,665 Busse Highway,248497,park_ridge_care_center_2014_0039255.xml.xml,7927,39255,42.019266,-87.846428
5888 North Ridge Chicago IL 60660,Chicago,33.98,60660,Park View Rehab Center,5190153,25616,43306,5888 North Ridge,1150140,park_view_rehab_center_2014_0052092.xml.xml,9146,52092,41.988784,-87.668452
12550 S Ridgeland Av Palos Heights IL 60463,Palos Heights,36.44,60463,Park Villa Nrsg & Rehab Ctr,1272598,641954,25397,12550 S Ridgeland Av,3566341,park_villa_nrsg_rehab_center_2014_0051417.xml.xml,24087,51417,41.663509,-87.777817
516 WEST FRENCH ST STREATOR IL 61364,STREATOR,31.35,61364,PARKER NURSING & REHAB CTR,1883114,239075,18504,516 WEST FRENCH ST,1049779,parker_nursing_and_rehab_ctr_2014_0050880.xml.xml,7836,50880,41.124478,-88.825074
6125 SOUTH KENWOOD CHICAGO IL 60637,CHICAGO,36.45,60637,PARKSHORE ESTATES NRSG & REH,9229070,468979,74501,6125 SOUTH KENWOOD,2929984,parkshore_estates_nrsg_rehab_2014_0051375.xml.xml,13450,51375,41.783757,-87.593056
310 West Enz Cissna Park IL 60924,Cissna Park,0,60924,Parkview Home Cissna Park,0,0,5040,310 West Enz,0,parkview_home_cissna_park_2014_0035279.xml.xml,0,35279,40.56943,-87.896661
3116 Willmson Co Pkw Marion IL 62959,Marion,25.84,62959,Parkway Manor,1342368,1674297,33482,3116 Willmson Co Pkw,5422201,parkway_manor_2014_0047886.xml.xml,19657,47886,37.750989,-88.981496
307 East Jefferson Sullivan IL 61951,Sullivan,0,61951,Patterson House,621112,0,5089,307 East Jefferson,0,patterson_house_2014_0037341.xml.xml,0,37341,39.598531,-88.604537
2217 WASHINGTON ST WAUKEGAN IL 60085,WAUKEGAN,27.02,60085,PAVILION OF WAUKEGAN,3515668,243180,32827,2217 WASHINGTON ST,2963025,pavilion_of_waukegan_2014_0049809.xml.xml,25261,49809,42.359514,-87.861273
1370 State Rte 127 S Jonesboro IL 62952,Jonesboro,0,62952,Peachtree Estates,0,0,4298,1370 State Rte 127 S,0,peachtree_estates_2014_0040626.xml.xml,0,40626,37.432746,-89.273953
1520 El Camino Drive Pekin IL 61554,Pekin,25.39,61554,Pekin Manor,2373094,2531982,40441,1520 El Camino Drive,2986739,pekin_manor_2014_0047969.xml.xml,12780,47969,40.540167,-89.629039
3900 S Oak Park Ave Stickney IL 60402,Stickney,26.89,60402,Pershing Gardens HC Center,1640819,71234,14550,3900 S Oak Park Ave,1271187,pershing_gardens_hc_center_2014_0051854.xml.xml,10910,51854,41.783499,-87.791201
6141 N PULASKI ROAD CHICAGO IL 60646,CHICAGO,30.73,60646,PETERSON PARK HEALTH CR CTR,8455457,661644,62708,6141 N PULASKI ROAD,2875807,peterson_park_health_care_ctr_2014_0024463.xml.xml,38035,24463,41.992637,-87.728799
17312 Clyde Avenue South Holland IL 60473,South Holland,0,60473,Phoenix Court,590864,0,5133,17312 Clyde Avenue,0,phoenix_court_2014_0036350.xml.xml,0,36350,41.580479,-87.571275
615 W Webb St Bx 133 Carmi IL 62821,Carmi,20.85,62821,Phoenix Rehab Nursing,471597,320229,8354,615 W Webb St Bx 133,146370,phoenix_rehabilitation_nursing_2014_0049882.xml.xml,3015,49882,38.083363,-88.165632
110 North Alby Court Godfrey IL 62035,Godfrey,0,62035,Piasa Manor,611699,0,4489,110 North Alby Court,0,piasa_manor_2014_0038422.xml.xml,0,38422,38.942454,-90.179001
1111 N State Bx 410 Monticello IL 61856,Monticello,27.72,61856,Piatt County Nursing Home,1891630,2584725,30708,1111 N State Bx 410,579968,piatt_county_nursing_home_2014_0020255.xml.xml,15362,20255,40.035268,-88.570257
708 Virginia Court Pinckneyville IL 62274,Pinckneyville,19.97,62274,Pinckneyville Nrsing & Rehab,872616,259450,9534,708 Virginia Court,0,pinckneyville_nursing_rehab_2014_0052704.xml.xml,2988,52704,38.072378,-89.391095
922 Washington Dixon IL 61021,Dixon,25.76,61021,Pine Acres Group Home,0,0,864,922 Washington,0,pine_acres_group_home_2014_0026385.xml.xml,60,26385,41.85854,-89.479015
1212 South Second St DeKalb IL 60115,DeKalb,28.92,60115,Pine Acres Rehab  Lving Ctr,3081876,1624296,34557,1212 South Second St,1097999,pine_acres_rehab_living_ctr_2014_0047720.xml.xml,22331,47720,41.917383,-88.756821
3300 West 175th St Hazel Crest IL 60429,Hazel Crest,27.5,60429,Pine Crest Health Care,7954392,53716,64013,3300 West 175th St,1140732,pine_crest_health_care_2014_0051318.xml.xml,11100,51318,41.571785,-87.697459
2017 North Pine St Waukegan IL 60087,Waukegan,0,60087,Pine Terrace,626617,133145,5441,2017 North Pine St,0,pine_terrace_2014_0052753.xml.xml,0,52753,42.388988,-87.846664
414 South Wesley Ave Mount Morris IL 61054,Mount Morris,28.09,61054,Pinecrest Manor,2217989,4511988,41331,414 South Wesley Ave,469187,pinecrest_manor_2014_0012765.xml.xml,22252,12765,42.044887,-89.433428
600 S Maple St Bx 68 Piper City IL 60959,Piper City,25.65,60959,Piper City Rehab & Lving Ctr,1480006,777860,18222,600 S Maple St Bx 68,368650,piper_city_rehab_living_ctr_2014_0050773.xml.xml,4600,50773,40.753261,-88.182685
610 Lowry Street Pittsfield IL 62363,Pittsfield,21.08,62363,Pittsfield Manor,1103657,1252123,19922,610 Lowry Street,1360088,pittsfield_manor_2014_0047944.xml.xml,7047,47944,39.601461,-90.814226
1010 WEST NORTH ST GIRARD IL 62640,GIRARD,23.7,62640,PLEASANT HILL VILLAGE,1770659,1817763,32203,1010 WEST NORTH ST,1504638,pleasant_hill_village_2014_0021014.xml.xml,4543,21014,39.449923,-89.791557
400 West Washington Chrisman IL 61924,Chrisman,23.19,61924,Pleasant Meadows Senior Lvg,2972078,1453621,35806,400 West Washington,684571,pleasant_meadows_senior_living_2014_0052555.xml.xml,15773,52555,39.807247,-87.681623
505 College Avenue Ottawa IL 61350,Ottawa,28,61350,Pleasant View Luther Home,1275662,3342995,30301,505 College Avenue,676330,pleasant_view_luther_home_2014_0012864.xml.xml,21299,12864,41.331503,-88.843375
500 North Jackson St Morrison IL 61270,Morrison,27.42,61270,Pleasant View Rehab & HCC,1453969,934802,18008,500 North Jackson St,78177,pleasant_view_rehab_hcc_2014_0053520.xml.xml,6493,53520,41.812542,-89.954336
184 Maple Avenue Galesburg IL 61401,Galesburg,0,61401,Plonka Terrace,572876,127234,5637,184 Maple Avenue,0,plonka_terrace_2014_0036889.xml.xml,0,36889,40.949669,-90.378874
703 East Buffalo Polo IL 61064,Polo,26.26,61064,Polo Rehabilitation & HCC,1636558,837940,19000,703 East Buffalo,202423,polo_rehabilitation_hcc_2014_0052647.xml.xml,4128,52647,41.984111,-89.569036
825 E Main RR 2 Bx97 Prairie City IL 61470,Prairie City,21.15,61470,Prairie City Rehab & HC,639931,370146,9856,825 E Main RR 2 Bx97,156132,prairie_city_rehab_hc_2014_0050823.xml.xml,3188,50823,40.620715,-90.456498
409 W Comanche Ave Shabbona IL 60550,Shabbona,26.21,60550,Prairie Crossing Lvg  Rehab,2432629,799127,24044,409 W Comanche Ave,805173,prairie_crossing_lvg_rehab_2014_0052126.xml.xml,8636,52126,41.767885,-88.879119
1770 Sauk Trail Sauk Village IL 60411,Sauk Village,0,60411,Prairie House,493111,133566,4405,1770 Sauk Trail,0,prairie_house_2014_0048025.xml.xml,0,48025,41.487744,-87.573253
345 Dixie Highway Chicago Heights IL 60411,Chicago Heights,32.58,60411,Prairie Manor Nrsg & Reh Ctr,5171088,786890,47936,345 Dixie Highway,-10794,prairie_manor_nrsg_rehab_ctr_2014_0046011.xml.xml,19924,46011,41.525644,-87.654197
900 S Chestnut St Pana IL 62557,Pana,25.85,62557,Prairie Rose Health Care Ctr,2093612,474913,20196,900 S Chestnut St,518500,prairie_rose_health_care_ctr_2014_0045245.xml.xml,3356,45245,39.380673,-89.086539
175 East Sycamore Lewistown IL 61542,Lewistown,25.44,61542,Prairie View Cr Ctr Lewistwn,2847148,279806,24178,175 East Sycamore,289383,prairie_view_cr_ctr_lewistown_2014_0040303.xml.xml,9072,40303,40.391046,-90.154027
1024 West Walnut Jacksonville IL 62650,Jacksonville,26.58,62650,Prairie Village Hlthcare Ctr,2852654,223535,26932,1024 West Walnut,1541277,prairie_village_healthcare_ctr_2014_0042671.xml.xml,6648,42671,39.745327,-90.24524
